Text,emotion
rebecca go in search of her bag and lissa send an irate look in adam s direction,anger
thank stephen appreciate it,joy
ca nt wait for dte in michigan this summer you guy are great look for I in the customized nkotb track jacket,love
I am yours jason mrazlooke for an electric guitar yay1,joy
it is gloomy outside,sadness
it is sooo hard truck and fish please,joy
sit at fsu just chilling with friend still wait to get acceptance letter from the college I apply too,fear
we can not even call you from belgium suck,sadness
when I cheeredi yell shake these at the end of a chant and do the suck it x and got suspend have to give a public apologylaughing out loud,sadness
so after my tooth crumble early this wk I am finally the dentist to get it extract,fear
oh la roux is a band right an english electropop synth duo band cool,joy
have an answered prayer which catch I by surprise lord you are amazing,surprise
aww lovely hope you have a great mother day our little mother hen do you get in contact with sharn,joy
een sintcadeautje van in de bus ik heb er maar een woord voor wowww postzegel,surprise
noooooooooooooooooooooooooo you can not do that,sadness
it is a universal treat,surprise
why thank you ver much I apprecifuckinate the compliment I do my level good you know can not let mother down,joy
I need a jb but I dread the fact that it will have to be retail this summer,sadness
mega tennisbal gekregen meet daarin chocolade letter en pen sinterklaas,surprise
melissa_leah my car wo nt start,sadness
what I think your go somewhere that is why I do not invitw you,sadness
he was court martialle but to the anger of the unpopular governor was acquit,anger
then she feel horror and pity at see marcus so confused and so evidently useless,fear
glad it go well bookandduvet sound perfect were have a british weather day too,surprise
blackout in the city is never good,sadness
congratulation on win the indie award,love
the average adult spend four year of their life suffer from a hangover that is and today ha ha,fear
supernatural was mega good now I am off to bed urgh long day of school tomorrow x,love
hahaha well why would you smack I for that hahaha the big banggg,joy
can not wait for daughtrys new album ack two more month,joy
very interested however low carb for the next month mean no beer for I,sadness
have a test today but I still kick ass,surprise
welcome back to japan,surprise
ugh go to skool,sadness
more coffee,joy
oh ouch that hurt damn washing machine is out to get I,surprise
just get home from morongo havin a corona win 100 buck woo laugh out loud I wish it woulda been 100000 instead,joy
were have class but I am not go to do anything important and I am not go to wrestle you if you do not come in professor I,fear
as a gentleman of considerable physique guttersnipe is naturally alarmed at such prejudice against the nutritionally challenge,fear
hi everyone hope all of you have a good week,love
I have get sunburn on my before midday in well news my new guitar hero metallica game come and I beyond happy about that,sadness
stay at home unpack crap,sadness
fear is the mindkiller I will face my fear I will permit it to pass over I and through I,fear
there is absolutely nothing to eat in my house epic fail,surprise
not afraid of tomorrow for I have see yesterday and I love today less,fear
yea yea I am still on it I am still grind sleep on I if you want I am comin out of nowhere iknowwhatitis rudeawakene,surprise
I was spend my summer holiday in a village my friend and I were come back from a discotheque at night and we hear a noise from an alley we were very scared and we get into my friend house a moment later an unknown car pick up a person from this alley,fear
I m gon na hold off any celebration of fielder signing with seattle until it is official remember all the hype with cliff lee,surprise
phantom go down an absolute treat,surprise
first sport banquet without katie,sadness
it do not work with the iphone yet I love it for the simplicity but I need to be able to sort task on my iphone to be useful,sadness
look there are other way to quit you can try the nicotine patch or nicotine chew gum we spend a fortune on cigarette every month and now law are crack down and not allow smoking in any public place it s not like you can just light up like before,anger
we are so sad the beautiful marisa dress are leave today tear,sadness
just make sure you have it well do,sadness
it is a dreary monday morning and I sleep like crapgive I a break,sadness
we are have a day at home today which is prove to be rather lovely,love
how fun I like the beach but I tend to get really dark fast,love
aww I do not I guess that is why it do nt blackberrymessenger,surprise
I am so stupid it is star war day may the 4th be with you,surprise
is soo in love with beyonce song smash into you,love
happy monday up and about go to tavare today hope everyone have a bless day,joy
most people the blacksheep and also scared of their shadow one who lurk in the darkness is a mystery,fear
you walk out the shower in a towel and there s boy gettin off the elevator caughtoffguard laugh out loud,surprise
battery is low boooooooo in palm spring ca httplooptus2sljbwt,sadness
